NUMERO_DE_,PENE,PFEB,PMAR,PABR,PMAY,PJUN,PJUL,PAGO,PSEP,POCT,PNOV,PDIC,PANNUAL
00008326,13.30,10.60,11.00,7.10,3.60,54.10,111.80,112.90,70.00,30.20,14.80,14.60,454.00
00008332,12.30,3.80,5.30,12.50,2.50,18.70,56.00,50.10,53.30,13.40,6.60,10.70,245.20
00008341,42.30,40.30,31.70,7.00,11.00,48.20,185.30,173.60,88.80,25.30,36.00,64.80,754.30
00008342,34.10,24.20,15.80,15.00,11.10,47.80,176.00,180.20,108.40,28.90,47.80,55.70,745.00
00008350,8.00,2.90,5.10,8.00,12.60,35.40,39.30,42.50,41.70,16.00,8.10,8.60,228.20
00009002,15.00,9.40,15.80,35.80,107.70,225.70,225.00,234.50,218.70,76.20,12.90,8.20,1184.90
00009003,8.60,7.70,10.70,31.10,61.10,147.60,165.90,159.60,114.30,63.40,7.30,6.70,784.00
00009004,8.30,4.10,10.70,24.50,62.40,153.50,175.20,162.00,153.70,79.70,10.40,5.20,849.70
00009007,7.20,4.50,9.50,27.60,68.50,128.70,146.20,112.00,110.90,52.40,5.00,4.10,676.60
00009009,7.30,7.40,9.30,25.30,51.80,104.40,107.10,93.90,85.30,45.70,5.40,3.60,546.50
00009010,6.60,6.10,12.50,21.90,59.50,147.40,191.50,167.70,145.70,75.70,6.80,8.20,849.60
00009012,10.70,8.00,10.10,21.30,60.30,150.00,167.80,135.30,125.40,55.80,6.40,6.10,757.20
00009013,10.60,5.10,14.20,25.90,71.20,134.50,136.60,102.20,105.50,47.00,8.20,3.80,664.80
00009014,10.30,4.30,11.10,22.70,66.40,143.50,160.70,158.30,144.80,75.40,10.60,9.00,817.10
00009015,9.20,10.50,11.50,13.80,52.60,110.50,129.10,108.30,101.60,70.80,12.20,12.40,642.50
00009016,11.10,6.90,12.30,28.00,85.60,225.20,276.70,266.20,211.90,78.90,11.20,6.40,1220.40
00009017,4.70,4.60,6.10,19.00,56.80,117.80,143.70,128.60,82.30,48.30,5.80,4.00,621.70
00009019,14.00,14.10,15.90,37.80,103.60,244.60,266.00,272.30,232.60,99.10,14.80,9.40,1324.20
00009020,8.00,5.50,11.10,23.40,77.00,156.80,218.70,200.50,186.10,86.90,11.70,4.80,990.50
00009021,7.20,5.70,6.80,23.90,56.60,143.20,165.10,158.20,122.30,61.40,4.90,4.60,759.90
00009022,6.60,6.00,19.00,51.90,82.10,221.90,260.30,270.50,201.30,88.30,14.40,6.70,1229.00
00009025,5.90,5.10,7.00,22.20,47.60,107.50,121.40,106.20,89.70,44.20,4.60,6.50,567.90
00009026,7.60,6.60,8.20,21.00,53.00,112.70,124.70,107.30,95.80,53.70,18.20,10.60,619.40
00009028,7.70,6.00,10.70,24.50,55.40,125.50,139.10,110.10,105.80,52.80,9.80,5.30,652.70
00009029,7.00,6.30,10.60,22.40,48.10,109.50,119.40,114.90,91.40,46.40,9.10,6.70,591.80
00009030,8.30,14.30,13.90,36.70,100.50,235.60,289.70,281.80,240.70,105.00,13.50,8.70,1348.70
00009032,9.50,7.10,12.90,27.40,65.30,127.30,131.00,142.20,107.30,49.00,12.50,9.90,701.40
00009033,8.10,8.50,10.10,22.10,61.20,143.00,171.60,129.30,115.60,65.10,10.30,3.60,748.50
00009034,7.30,5.50,9.30,20.90,70.40,128.20,133.40,126.80,115.80,55.70,9.10,6.40,688.80
00009036,7.90,4.30,8.10,21.20,57.60,132.90,151.90,127.90,119.10,60.00,7.70,3.70,702.30
00009037,8.50,6.20,11.60,21.80,71.60,179.70,204.00,198.00,174.00,69.80,8.30,5.60,959.10
00009038,7.10,6.70,11.30,21.40,65.50,174.80,216.00,182.70,174.80,70.20,7.80,4.80,943.10
00009039,8.00,7.30,10.70,21.10,57.50,149.70,193.50,145.80,129.50,61.20,5.50,8.00,797.80
00009041,10.60,6.20,12.50,34.00,73.80,176.70,179.70,179.60,176.80,71.90,9.80,6.00,937.60
00009042,13.40,14.00,11.70,30.70,78.60,147.90,172.20,148.70,111.40,64.20,7.80,6.60,807.20
00009043,7.10,14.00,11.60,23.20,48.90,115.40,115.40,111.60,86.90,49.00,7.90,7.60,598.60
00009044,13.50,9.70,13.90,27.40,69.20,141.20,149.80,155.70,117.00,48.20,10.50,7.10,763.20
00009045,10.70,9.40,14.00,30.40,62.40,128.60,139.90,145.20,104.90,58.00,14.40,7.30,725.20
00009046,8.20,8.80,16.00,28.50,66.00,183.10,246.40,208.50,159.10,72.30,6.00,9.30,1012.20
00009047,6.00,4.00,9.60,21.30,56.00,153.60,162.40,140.00,118.30,53.50,7.60,6.40,738.70
00009049,6.10,5.30,8.70,19.00,66.00,156.80,199.10,170.50,155.80,76.60,5.10,6.10,875.10
00009051,9.10,5.30,10.10,15.80,53.30,88.70,106.50,104.40,89.40,47.00,4.70,3.40,537.70
00009052,9.90,7.60,13.30,29.10,73.40,162.40,159.10,154.60,126.40,75.30,9.10,7.20,827.40
00009054,9.10,7.90,13.20,21.80,70.90,186.00,198.40,158.00,138.40,61.70,6.70,6.00,878.10
00009058,12.70,10.10,10.80,26.20,67.60,120.90,141.90,126.20,102.50,45.40,10.70,7.30,682.30
00009068,10.50,5.40,9.80,15.80,31.40,82.80,90.00,72.60,55.90,35.40,3.60,6.10,419.30
00009070,9.10,6.20,8.30,28.10,54.30,151.10,165.90,160.00,126.90,61.40,11.80,2.70,785.80
00009071,7.20,3.00,8.10,16.10,50.50,119.10,156.30,144.40,116.30,61.30,8.60,2.00,692.90
00010001,15.40,5.10,1.60,4.00,19.90,58.00,79.90,89.60,55.20,21.10,6.20,7.60,363.60
00010002,17.10,2.60,1.70,3.60,9.30,59.90,134.50,116.90,104.90,34.60,9.20,10.60,504.90
00010003,61.60,21.80,26.30,11.60,25.60,146.00,342.40,274.60,197.30,100.40,42.70,74.30,1324.60
00010004,10.50,2.70,2.30,4.90,10.60,46.70,73.80,75.60,56.20,19.10,7.20,10.80,320.40
00010005,10.70,5.00,1.60,9.10,16.80,36.10,48.50,51.80,48.10,28.00,7.20,9.70,272.60
00010006,14.90,5.90,4.80,6.20,16.00,69.40,154.70,161.70,130.00,44.40,12.90,15.40,636.30
00010007,14.20,5.50,6.50,6.20,9.60,60.90,135.30,141.30,112.30,30.10,24.00,21.10,567.00
00010008,7.10,3.50,2.10,7.20,17.40,51.00,59.30,64.90,46.30,25.90,6.40,9.10,300.20
00010009,12.20,3.40,1.40,8.00,38.00,34.50,43.70,49.80,54.60,22.40,7.30,11.30,286.60
00010010,11.40,6.10,2.20,5.80,6.90,71.20,123.00,115.00,92.30,44.90,15.80,13.40,508.00
00010012,12.40,5.30,2.40,7.00,16.70,51.00,88.00,100.70,64.60,23.40,10.20,10.40,392.10
00010014,51.40,16.20,7.40,6.80,13.20,76.10,177.70,168.00,124.10,59.50,26.80,40.80,768.00
00010016,11.20,4.60,1.60,2.00,9.30,72.40,129.00,111.30,92.50,25.60,8.80,14.90,483.20
00010018,78.30,37.90,19.80,12.90,33.30,154.50,343.10,321.70,224.90,113.10,54.80,103.00,1497.30
00010020,6.00,2.60,2.20,4.90,15.20,40.50,57.90,60.10,43.10,26.10,7.20,8.80,274.60
00010021,8.90,2.00,1.00,4.10,15.00,56.80,84.90,103.10,67.50,22.70,7.00,8.10,381.10
00010022,17.90,4.70,2.20,2.30,10.70,66.10,129.90,126.40,109.40,41.60,13.20,15.30,539.70
00010023,23.10,5.50,1.90,3.00,11.40,66.20,131.00,133.40,90.80,38.70,17.10,19.90,542.00
00010024,14.00,1.60,0.40,3.80,15.10,70.90,113.90,100.80,91.00,35.00,11.30,12.00,469.80
00010025,55.90,20.20,9.30,7.10,21.40,127.30,196.80,176.60,151.60,87.60,39.50,67.40,960.70
00010026,49.80,24.10,19.60,14.00,21.20,93.40,183.00,190.70,120.10,56.40,47.90,69.80,890.00
00010027,16.50,5.80,1.70,5.40,12.60,63.40,120.00,129.90,90.70,38.20,12.60,13.30,510.10
00010028,10.50,2.30,1.30,4.80,13.10,56.30,103.10,106.40,88.40,27.60,7.70,9.20,430.70
00010029,20.80,7.70,10.60,5.70,14.80,74.00,184.60,176.00,119.00,42.40,21.10,22.60,699.30
00010030,20.00,3.20,2.20,6.80,15.60,64.70,115.10,135.90,68.20,36.40,14.00,17.40,499.50
00010031,45.00,13.80,8.80,13.00,16.90,98.60,194.40,156.90,140.30,49.20,23.20,45.50,805.60
00010033,9.50,3.70,0.00,7.00,11.40,43.60,109.00,192.90,120.90,19.10,4.10,6.50,527.70
00010034,14.70,3.00,0.00,1.00,7.30,56.90,104.30,98.20,50.70,26.40,9.10,7.30,378.90
00010035,10.20,3.30,0.90,3.50,7.00,43.90,110.70,117.70,77.20,29.40,12.00,9.00,424.80
00010036,59.40,31.80,8.00,11.50,29.00,175.40,364.90,341.30,225.30,96.60,47.80,93.50,1484.50
00010037,64.60,30.70,14.30,12.40,12.90,75.20,156.30,134.00,105.20,68.80,53.70,82.60,810.70
00010038,132.30,22.70,10.50,3.50,29.10,154.50,271.40,264.10,185.60,105.20,46.40,102.00,1327.30
00010040,39.50,12.00,7.50,13.20,17.20,138.30,241.70,214.70,139.20,69.10,40.90,45.50,978.80
00010042,84.50,28.60,17.90,13.10,26.00,137.30,279.90,249.80,177.80,85.50,51.50,90.70,1242.60
00010044,40.60,9.30,4.50,8.50,15.10,87.70,160.10,180.10,106.40,62.50,36.60,36.70,748.10
00010045,7.50,3.20,1.10,5.70,17.40,55.60,58.70,76.60,61.10,20.90,6.60,5.70,320.10
00010046,30.40,9.30,2.80,3.80,8.70,63.90,133.30,127.70,92.40,25.90,26.10,18.70,543.00
00010047,16.80,8.70,2.10,3.60,13.80,59.90,105.60,125.80,80.40,25.00,15.90,16.00,473.60
00010048,30.40,15.10,12.80,11.70,23.10,91.50,161.80,164.90,110.40,51.10,35.70,28.10,736.60
00010049,8.20,3.20,3.10,5.50,19.70,52.00,76.90,79.50,56.60,23.20,9.80,11.20,348.90
00010050,85.50,40.00,29.90,23.70,26.30,157.30,318.60,370.40,224.30,142.60,83.70,100.70,1603.00
00010051,25.70,7.60,5.30,5.00,14.00,84.90,170.00,152.20,109.70,38.70,17.10,31.10,661.30
00010052,18.70,6.10,1.50,7.50,15.10,75.50,119.50,136.70,97.70,34.90,11.60,12.50,537.30
00010053,10.00,2.80,1.30,2.60,12.00,55.10,60.20,63.50,52.00,21.70,4.70,11.30,297.20
00010054,19.80,4.70,1.20,2.10,10.60,72.80,124.30,124.40,104.70,32.50,15.10,14.50,526.70
00010055,13.40,2.80,4.60,6.00,13.60,64.20,97.80,77.60,74.90,26.60,9.40,12.70,403.60
00010056,33.30,19.10,0.00,10.70,9.60,70.00,89.30,93.90,81.40,15.20,5.10,3.60,431.20
00010057,19.50,5.70,1.70,2.50,10.40,70.10,109.30,111.10,81.90,27.70,17.90,13.10,470.90
00010058,114.20,28.50,19.90,4.90,19.00,126.00,293.10,287.90,195.00,117.80,78.90,90.00,1375.20
00010059,14.70,3.10,2.00,7.00,23.70,55.00,97.60,118.80,86.90,34.00,10.50,14.30,467.60
00010060,10.40,3.10,1.90,5.40,16.10,55.50,81.10,107.80,79.60,23.40,7.90,9.20,401.40
00010061,10.50,2.30,2.00,5.70,11.60,44.10,105.40,112.40,93.70,27.00,8.40,9.60,432.70
00010062,14.80,3.30,2.80,7.10,17.40,64.30,128.80,133.40,104.10,32.70,9.80,10.10,528.60
00010063,13.70,4.30,1.00,4.50,10.70,38.00,81.90,80.50,60.10,25.80,9.40,8.30,338.20
00010064,65.80,19.10,15.50,3.40,5.30,107.80,213.00,188.20,149.00,64.70,33.70,52.20,917.70
00010065,27.80,8.10,1.60,2.40,6.10,53.70,111.10,112.80,76.00,19.90,13.30,24.00,456.80
00010066,16.60,7.70,1.50,2.30,12.00,65.80,108.30,109.50,78.40,24.50,17.00,13.40,457.00
00010068,14.60,3.20,1.20,5.40,18.10,78.60,121.20,130.50,97.50,33.10,13.00,13.70,530.10
00010069,19.10,11.10,6.70,15.90,25.10,47.30,59.70,73.10,45.90,25.30,14.00,16.60,359.80
00010070,13.10,5.10,1.50,4.30,16.20,62.60,98.60,112.40,85.30,36.90,15.00,11.90,462.90
00010071,39.20,18.20,11.20,13.10,22.40,95.60,175.10,172.20,134.60,74.30,24.40,41.00,821.30
00010072,11.20,2.80,2.10,3.20,19.50,52.60,68.70,75.90,50.30,20.30,6.20,10.30,323.10
00010074,11.80,5.60,1.70,7.50,20.10,48.90,79.50,102.70,73.00,30.70,13.80,10.20,405.50
00010075,16.40,2.40,1.80,6.80,14.30,71.90,168.60,139.00,101.70,32.20,11.20,12.60,578.90
00010076,32.40,6.50,0.90,2.60,18.20,72.40,144.90,140.70,95.10,37.50,16.80,18.00,586.00
00010077,12.20,2.90,1.60,2.70,8.10,50.10,115.40,126.90,67.90,30.30,8.00,15.20,441.30
00010078,12.10,2.50,2.20,5.80,9.10,63.90,138.00,123.60,91.30,24.70,9.20,8.60,491.00
00010079,43.90,35.40,17.50,12.20,14.90,82.00,231.50,249.20,154.50,89.30,69.30,58.80,1058.50
00010080,15.90,5.80,0.90,6.60,16.20,45.60,75.70,94.80,65.00,30.60,13.50,14.10,384.70
00010081,18.10,5.30,1.30,2.20,13.40,65.90,98.30,119.30,83.80,24.50,14.30,12.70,459.10
00010082,31.10,16.80,5.20,5.80,4.50,68.90,294.90,277.20,169.60,75.50,34.00,43.40,1026.90
00010083,24.00,6.30,4.60,6.70,14.50,82.10,167.50,161.60,141.10,52.60,19.60,22.70,703.30
00010084,16.00,6.90,4.30,6.50,9.40,59.40,116.50,118.40,79.00,35.20,10.10,19.10,480.80
00010085,12.10,3.20,1.60,8.50,20.10,40.80,48.50,41.80,48.90,22.00,7.60,11.30,266.40
00010086,107.80,38.40,34.40,16.80,21.70,87.70,273.70,229.80,147.40,127.30,76.90,92.40,1254.30
00010087,99.00,44.10,30.90,32.40,28.40,139.10,303.20,254.60,190.70,94.20,74.00,136.90,1427.50
00010088,15.90,6.70,2.60,3.00,14.00,66.00,112.20,135.60,78.80,26.00,15.70,14.50,491.00
00010089,4.70,1.30,1.30,2.40,4.90,22.70,39.50,54.30,38.60,11.60,4.20,3.40,188.90
00010090,17.80,4.00,2.10,4.80,11.40,72.60,146.00,133.10,106.90,37.70,10.80,13.90,561.10
00010091,50.70,21.90,12.20,6.60,17.00,87.10,239.70,205.30,126.20,81.30,53.40,58.90,960.30
00010092,14.80,5.40,1.40,3.80,13.80,64.20,119.10,110.90,73.50,26.50,11.20,10.60,455.20
00010093,59.90,19.20,11.20,16.80,28.20,151.30,200.30,178.10,136.60,67.60,43.20,62.90,975.30
00010098,8.90,3.00,7.70,4.50,18.40,55.90,89.40,106.20,77.80,21.70,7.90,38.40,439.80
00010099,12.60,4.50,2.30,11.00,14.30,47.40,53.60,63.60,47.30,27.50,12.40,9.80,306.30
00010100,16.40,3.30,1.70,5.40,12.50,64.60,123.40,143.40,94.60,32.90,11.00,10.00,519.20
00010103,52.90,15.60,8.80,7.50,19.00,96.80,179.00,167.10,129.90,53.40,32.60,40.50,803.10
00010108,11.50,3.10,1.40,7.80,18.70,47.60,41.20,43.60,55.20,21.30,7.20,11.50,270.10
00010118,35.70,15.10,3.00,12.70,28.60,355.80,312.30,521.70,490.50,100.40,26.40,42.80,1945.00
00010121,61.40,18.10,29.70,12.90,14.90,69.20,179.30,206.80,142.00,69.90,31.10,50.20,885.50
00010124,37.40,10.50,4.60,13.10,22.20,108.60,201.60,223.90,143.80,56.20,45.20,55.30,922.40
00010128,10.20,3.20,2.10,7.90,16.40,65.00,79.80,96.80,69.30,24.50,7.30,10.00,392.50
00010129,19.00,3.70,2.60,3.90,14.90,74.50,130.30,132.40,102.70,38.20,14.70,14.40,551.30
00010131,14.20,3.70,3.20,7.70,18.20,77.10,97.30,111.60,77.40,27.10,13.50,18.20,469.20
00010132,11.00,2.80,2.40,6.30,14.60,52.10,68.00,69.40,56.00,26.00,10.40,11.70,330.70
00010135,23.50,3.40,3.10,5.70,16.00,72.50,105.00,98.70,86.20,33.70,14.10,13.10,475.00
00010136,18.10,3.60,2.40,5.70,24.70,59.00,71.30,90.80,70.80,30.50,10.40,12.00,399.30
00010137,12.00,1.10,0.60,4.20,7.00,49.80,102.20,101.70,89.40,28.00,9.70,6.30,412.00
00010138,13.90,57.30,6.70,7.40,10.30,82.70,151.00,134.90,109.20,31.50,10.20,20.50,635.60
00010139,10.10,2.50,2.80,4.00,15.20,34.90,52.60,49.80,44.30,22.20,6.30,9.40,254.10
00010140,9.20,1.30,1.10,5.80,15.60,39.80,53.30,64.00,47.70,19.60,5.10,11.70,274.20
00010141,12.60,1.90,1.30,3.30,18.90,69.50,120.10,107.20,88.80,32.30,5.00,8.30,469.20
00010142,17.80,2.50,1.90,7.80,10.90,61.60,87.70,94.60,70.90,27.30,9.00,15.80,407.80
00010143,9.00,1.20,19.20,4.10,10.30,62.60,87.80,92.00,60.60,23.00,8.50,11.00,389.30
00010144,14.00,2.20,1.80,4.40,10.80,76.20,95.90,138.30,83.00,27.20,9.50,14.80,478.10
00010146,15.10,3.50,2.30,8.40,18.50,65.40,66.50,87.70,53.00,23.00,8.90,11.00,363.30
00010147,20.60,6.00,7.10,5.60,9.50,60.90,133.00,136.60,95.80,35.40,15.60,15.40,541.50
00010149,14.10,3.30,1.30,6.50,12.50,71.30,93.30,97.80,91.40,29.10,8.20,10.20,439.00
00010150,22.20,6.40,2.40,7.40,23.10,74.50,77.00,90.40,78.30,27.80,14.90,14.20,438.60
00010160,79.70,19.70,13.80,13.20,39.00,121.00,268.50,245.70,166.70,80.00,40.40,85.70,1173.40
00010161,21.50,3.20,2.40,2.70,13.90,40.70,45.10,38.70,53.60,25.60,11.60,11.60,270.60
00010163,20.30,6.60,1.50,10.60,10.40,56.50,94.80,76.20,69.40,23.30,8.20,11.10,388.90
00010164,8.40,1.00,1.10,0.40,7.40,22.80,26.80,25.10,16.20,13.60,2.20,2.20,127.20
00010165,30.70,5.40,2.60,6.00,15.70,63.00,110.10,104.00,78.90,31.60,17.10,12.00,477.10
00010166,2.30,2.10,1.10,0.00,4.30,17.70,49.80,69.30,37.80,17.60,5.20,12.90,220.10
00010187,20.80,6.10,1.50,12.10,18.30,57.40,105.10,88.80,77.70,27.00,14.10,10.80,439.70
00010188,10.30,4.10,3.20,9.30,15.60,39.20,42.20,51.60,41.40,22.00,7.70,8.30,254.90
00011001,12.20,4.80,2.60,5.50,29.60,110.20,181.60,143.90,96.00,35.60,7.70,10.80,640.50
00011002,13.60,9.90,6.90,9.00,43.70,115.70,174.60,162.70,118.70,55.10,10.70,6.60,727.20
00011003,10.70,2.90,2.70,6.60,26.60,97.90,168.10,146.70,83.90,32.60,6.00,5.80,590.50
00011004,11.60,3.30,3.90,6.70,23.60,79.90,143.30,107.90,67.60,30.50,4.60,5.70,488.60
00011005,9.90,5.00,6.00,9.40,30.80,115.80,152.70,121.80,110.00,37.90,11.40,10.10,620.80
00011006,15.20,5.20,6.00,11.70,32.10,127.00,143.40,124.40,99.80,53.60,15.00,8.50,641.90
00011007,17.20,7.60,6.70,13.30,47.40,124.00,166.30,151.00,125.10,44.00,11.50,12.00,726.10
00011008,14.80,6.70,9.30,17.90,43.10,123.70,151.50,124.90,107.60,39.80,11.10,15.30,665.70
00011009,12.50,5.70,8.50,14.60,31.00,97.50,140.60,120.70,94.30,36.30,14.50,8.80,585.00
00011010,16.60,4.30,5.40,7.80,30.50,91.00,181.80,149.20,106.80,42.90,10.50,14.40,661.20
00011011,12.20,4.20,5.70,13.70,38.50,114.90,147.40,115.00,100.40,36.40,9.00,9.10,606.50
00011012,15.50,7.90,9.50,12.50,44.60,122.70,157.90,133.20,110.60,39.90,14.10,8.30,676.70
00011013,14.00,6.30,6.10,10.50,31.00,101.60,148.30,126.50,108.80,30.80,9.10,8.80,601.80
00011014,12.80,4.00,1.80,6.70,25.10,94.70,151.60,151.20,97.70,36.20,8.90,5.50,596.20
00011015,10.50,6.30,7.10,21.30,37.30,70.00,89.40,65.20,64.40,26.30,9.80,9.00,416.60
00011016,8.10,5.30,1.80,8.00,20.30,81.30,71.30,56.00,30.40,25.10,4.70,10.00,322.30
00011017,12.60,4.80,3.90,14.50,37.10,77.80,98.00,86.90,71.50,32.70,7.40,8.80,456.00
00011019,9.40,4.00,1.50,5.70,27.10,106.70,199.40,136.30,87.80,33.60,4.40,9.00,624.90
00011020,12.10,5.30,3.00,8.90,25.00,93.90,134.50,120.40,91.00,38.70,9.90,7.00,549.70
00011021,12.20,5.10,7.40,7.10,26.10,102.40,130.90,144.70,116.60,39.80,10.60,9.10,612.00
00011022,13.90,6.50,6.50,16.50,40.80,122.80,154.50,128.10,108.30,46.80,13.40,7.70,665.80
00011023,14.50,4.90,2.60,8.40,25.70,106.50,160.00,131.40,93.00,37.50,7.90,8.30,600.70
00011025,14.40,5.70,2.60,9.40,34.40,109.60,161.40,143.90,108.10,43.00,8.30,9.80,650.60
00011026,9.90,5.90,5.80,17.40,38.40,70.40,101.20,80.50,66.20,34.70,9.90,10.50,450.80
00011028,11.50,4.60,3.80,10.00,30.50,116.50,164.30,141.70,105.90,37.90,9.60,8.20,644.50
00011029,16.50,2.50,2.50,8.00,36.90,126.10,229.40,171.70,113.80,47.00,8.80,11.90,775.10
00011030,6.40,3.60,3.10,10.70,33.50,54.60,86.90,50.70,49.60,16.40,7.70,9.30,332.50
00011031,13.00,5.60,6.40,9.60,43.30,128.50,185.80,162.90,119.30,56.30,10.90,7.80,749.40
00011033,11.80,3.60,5.20,13.10,41.10,106.70,135.00,106.90,97.30,89.50,10.70,8.50,629.40
00011034,12.40,2.80,2.50,7.60,29.40,112.80,188.30,169.30,116.20,52.20,8.50,7.80,709.80
00011035,11.20,3.70,2.60,4.10,27.60,113.90,152.50,122.90,88.90,36.60,4.80,6.30,575.10
00011036,10.40,3.50,4.40,4.00,35.50,120.50,183.60,161.50,99.00,39.50,5.60,6.20,673.70
00011037,10.60,3.80,6.30,21.10,42.40,115.10,108.50,94.70,120.30,58.70,15.50,11.60,608.60
00011040,11.20,5.50,4.30,9.80,25.80,109.40,168.80,142.00,103.30,47.80,7.90,8.70,644.50
00011041,12.60,3.40,3.60,6.00,29.20,122.20,168.00,161.00,109.20,36.70,5.40,6.70,664.00
00011042,16.00,9.50,4.70,15.80,50.30,76.40,109.30,96.50,78.20,28.80,7.80,6.90,500.20
00011043,9.70,3.70,10.00,20.00,30.10,75.00,90.90,60.30,61.10,27.70,3.20,10.20,401.90
00011044,12.30,3.60,6.50,7.80,27.10,86.40,170.50,146.10,93.40,28.40,7.90,6.80,596.80
00011045,12.00,7.30,5.70,13.30,32.60,111.60,182.20,143.30,115.30,53.40,11.80,6.90,695.40
00011046,22.20,5.20,7.10,30.90,41.80,114.50,110.00,79.80,120.00,38.00,23.80,8.60,601.90
00011047,16.20,7.50,11.60,12.30,35.70,120.40,197.20,179.50,110.60,47.20,9.80,13.50,761.50
00011048,11.80,4.30,4.30,14.10,38.00,104.80,142.70,120.50,92.40,41.40,9.80,8.50,592.60
00011049,20.90,10.00,8.10,16.50,39.60,105.20,151.10,120.30,94.50,55.40,10.80,11.90,644.30
00011050,13.70,7.40,7.10,14.50,27.70,54.00,99.20,76.80,54.70,29.00,10.00,12.40,406.50
00011051,11.20,3.70,5.00,16.70,44.70,89.80,115.20,90.90,82.30,32.70,7.20,8.20,507.60
00011052,11.70,6.10,5.20,11.50,25.00,98.80,151.80,139.10,100.80,40.50,10.20,8.50,609.20
00011053,17.00,9.50,8.80,20.00,34.20,81.40,96.40,65.40,65.10,34.30,8.70,11.40,452.20
00011054,8.40,3.90,4.90,6.40,28.50,95.10,167.80,138.00,92.00,34.40,9.00,8.70,597.10
00011055,13.00,5.00,4.10,8.10,26.20,95.30,171.30,135.60,91.60,38.80,9.40,5.50,603.90
00011056,12.00,4.20,7.10,12.50,30.20,103.30,144.80,130.00,114.90,41.20,11.90,9.60,621.70
00011058,16.70,6.90,3.30,8.70,22.80,111.70,196.20,145.40,100.60,36.90,9.10,9.20,667.50
00011060,12.10,5.00,6.20,7.10,35.90,114.90,165.90,160.10,106.60,41.80,11.50,8.70,675.80
00011061,14.20,4.50,4.30,13.30,36.60,106.30,127.40,92.20,80.10,33.20,7.30,10.20,529.60
00011062,13.10,4.60,3.70,18.70,40.70,85.90,97.10,57.50,87.70,30.00,8.80,14.50,462.30
00011063,12.50,3.60,4.40,13.70,24.10,108.70,155.00,105.00,87.00,33.00,6.40,7.20,560.60
00011064,10.10,6.30,6.20,24.30,39.20,69.40,87.00,64.70,57.90,34.00,12.00,9.70,420.80
00011065,16.60,6.00,3.10,16.50,37.90,66.80,113.80,85.20,71.10,36.90,11.60,9.90,475.40
00011066,14.00,6.80,7.40,24.90,48.30,80.50,108.90,84.90,72.00,30.60,10.20,6.10,494.60
00011067,13.70,9.10,3.20,15.70,35.40,88.60,117.90,130.70,89.40,31.50,5.10,16.10,556.40
00011068,7.90,3.90,3.20,16.00,34.20,66.40,64.60,50.80,53.80,24.70,6.80,5.80,338.10
00011069,10.50,4.30,1.10,13.10,43.30,75.50,108.50,66.00,73.20,32.60,15.50,8.80,452.40
00011070,12.00,5.10,9.20,10.10,22.00,112.10,162.00,146.70,105.60,33.50,12.00,6.90,637.20
00011071,12.60,6.90,7.20,8.70,26.90,109.20,165.60,165.10,103.90,41.70,9.40,10.20,667.40
00011072,11.90,4.80,6.80,8.70,29.10,114.80,165.90,152.10,115.60,37.40,7.20,7.40,661.70
00011073,20.50,10.70,9.40,15.10,55.30,164.90,227.40,161.50,130.00,55.70,15.90,13.90,880.30
00011074,15.40,6.20,5.10,9.00,28.10,94.70,193.10,153.50,102.20,33.80,13.60,8.40,663.10
00011075,15.40,5.70,7.30,11.80,32.80,76.20,94.60,81.50,76.10,14.30,4.60,5.20,425.50
00011076,10.70,4.80,6.80,6.30,40.90,114.30,154.70,151.30,122.30,46.80,9.80,7.40,676.10
00011077,14.90,6.70,6.00,14.50,47.60,118.00,164.70,166.70,131.80,58.40,17.20,9.80,756.30
00011078,16.10,6.70,9.90,11.10,40.80,121.70,173.90,168.40,116.00,38.60,12.70,6.50,722.40
00011079,13.20,4.60,4.60,7.80,33.50,110.10,147.60,142.10,118.70,43.80,11.70,8.10,645.80
00011080,15.90,7.80,8.30,21.90,59.40,66.20,131.40,73.60,59.00,27.90,10.30,12.30,494.00
00011082,10.20,6.70,9.30,26.00,54.00,87.20,85.90,69.30,72.50,33.60,7.90,7.20,469.80
00011083,11.90,6.00,9.60,28.60,51.30,97.70,110.20,97.70,107.60,46.00,9.40,7.50,583.50
00011084,12.50,5.70,8.60,14.60,30.60,88.50,141.30,117.10,86.90,35.30,14.90,8.60,564.60
00011085,12.20,5.90,5.90,14.50,32.90,107.90,194.90,146.50,97.50,47.10,6.60,10.30,682.20
00011088,14.00,6.80,7.40,24.90,48.30,80.50,108.90,83.20,72.00,30.60,10.20,6.10,492.90
00011090,23.10,17.00,13.60,25.60,52.60,131.10,208.50,237.40,134.70,77.00,19.00,15.40,955.00
00011091,16.00,4.30,2.40,4.70,21.40,108.00,179.40,155.80,111.30,49.40,11.20,11.40,675.30
00011094,14.50,6.10,7.70,9.10,42.00,133.10,178.50,137.50,118.20,38.10,11.20,12.70,708.70
00011095,12.20,5.00,4.30,8.00,24.50,104.50,184.90,151.00,103.60,40.60,7.50,8.30,654.40
00011096,11.30,4.10,4.20,10.10,28.90,122.90,178.80,148.20,111.10,37.80,7.80,6.70,671.90
00011098,12.60,4.20,3.30,12.10,32.30,107.00,141.60,123.70,92.40,25.00,9.40,9.50,573.10
00011099,9.50,5.40,5.90,5.00,28.60,115.80,190.30,156.70,106.90,41.50,7.10,6.60,679.30
