NUMERO_DE_,PENE,PFEB,PMAR,PABR,PMAY,PJUN,PJUL,PAGO,PSEP,POCT,PNOV,PDIC,PANNUAL
00026188,25.30,30.20,11.10,4.50,7.20,21.10,118.50,100.60,33.40,14.90,27.90,47.00,441.70
00026192,14.90,21.40,10.70,7.50,3.00,11.30,75.90,61.70,31.70,32.80,21.60,25.60,318.10
00026193,24.20,6.60,9.00,0.90,0.60,3.90,79.80,75.30,62.80,30.80,10.40,22.10,326.40
00026194,26.40,5.60,7.00,0.50,0.10,3.40,69.80,65.90,85.30,22.10,16.90,21.90,324.90
00026196,11.20,11.40,5.60,1.50,0.70,2.80,37.50,43.70,27.50,7.50,8.40,24.00,181.80
00026197,25.20,16.10,5.80,3.60,0.30,13.80,110.30,136.10,111.80,25.60,22.40,32.00,503.00
00026198,24.00,28.10,12.80,7.00,2.50,21.20,171.30,142.90,64.10,31.40,27.40,52.80,585.50
00026199,24.00,24.70,13.00,5.60,3.70,11.90,161.70,133.60,55.00,21.30,22.00,42.40,518.90
00026201,24.90,12.10,12.10,7.60,5.80,19.50,173.80,147.30,76.20,24.60,26.70,38.30,568.90
00026202,33.70,26.20,15.50,11.30,9.10,30.30,151.50,129.50,50.80,26.90,22.80,50.30,557.90
00026205,27.20,31.20,19.70,9.70,4.00,23.80,101.90,90.50,38.00,24.70,26.90,56.50,454.10
00026209,28.20,42.90,16.20,11.20,13.20,62.90,228.00,199.00,103.10,43.90,43.00,54.10,845.70
00026212,21.80,5.50,5.40,1.10,0.20,0.50,18.40,12.50,4.40,12.30,12.80,22.50,117.40
00026214,24.40,22.50,14.20,9.60,5.90,28.60,142.60,121.20,56.50,31.80,16.00,48.00,521.30
00026223,19.20,14.80,7.10,3.10,4.90,18.40,121.00,117.10,69.80,18.10,19.00,36.80,449.30
00026228,46.30,37.20,27.20,15.00,6.00,59.70,211.80,181.80,136.60,48.70,35.50,78.60,884.40
00026229,18.50,14.60,5.20,2.80,0.50,7.40,137.50,155.30,122.80,19.30,21.40,25.20,530.50
00026232,32.60,35.90,24.00,7.90,3.80,13.40,115.60,95.00,44.40,23.80,20.50,50.00,466.90
00026235,23.60,15.90,5.70,3.50,2.00,8.20,98.50,141.30,75.30,10.80,18.20,28.60,431.60
00026236,25.40,20.40,15.80,12.10,3.20,22.00,116.10,108.50,64.20,34.10,23.30,48.60,493.70
00026237,13.90,15.80,4.00,1.00,0.00,6.40,82.80,136.10,59.30,17.90,17.00,26.00,380.20
00026240,37.30,30.10,19.40,6.40,3.90,28.20,166.50,190.10,94.20,18.50,22.70,52.30,669.60
00026241,26.90,26.30,20.40,10.40,14.10,13.10,138.50,115.00,60.30,33.20,29.40,56.40,544.00
00026243,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
00026244,18.90,19.40,8.70,5.30,2.60,14.00,152.80,120.40,68.90,15.30,17.60,32.60,476.50
00026245,27.50,26.50,12.20,7.80,9.30,28.90,185.60,178.10,100.50,30.40,32.00,43.50,682.30
00026248,25.10,29.10,20.80,7.00,2.10,15.80,89.20,88.90,35.60,41.40,17.90,33.50,406.40
00026249,18.00,19.30,11.90,6.70,1.20,10.90,85.00,82.60,28.90,24.10,12.50,27.50,328.60
00026251,20.80,24.90,9.90,11.30,10.20,43.00,142.40,140.30,56.90,41.40,22.50,55.30,578.90
00026252,30.30,30.30,20.00,9.90,3.00,12.70,141.10,114.00,45.70,52.10,33.40,57.10,549.60
00026255,34.40,31.70,23.80,5.90,0.90,13.50,87.60,103.00,38.50,31.20,22.80,40.20,433.50
00026256,31.40,34.40,10.50,2.00,2.90,16.50,145.00,166.60,77.30,16.20,24.70,65.30,592.80
00026259,50.00,41.40,32.80,8.80,7.80,14.50,120.40,144.60,66.00,42.70,31.60,70.30,630.90
00026260,19.60,18.50,8.30,2.90,0.50,16.20,77.90,143.00,100.50,13.10,23.70,28.50,452.70
00026262,44.80,37.20,31.90,8.40,3.60,14.50,122.40,100.20,52.50,31.50,31.80,55.50,534.30
00026263,20.80,39.20,21.50,11.60,15.10,51.90,214.60,175.40,96.00,61.60,37.80,69.60,815.10
00026264,30.60,20.60,9.50,1.80,0.50,12.30,87.40,126.00,59.60,14.20,26.70,32.80,422.00
00026265,22.80,19.70,11.70,6.30,4.50,27.90,153.40,158.50,86.00,31.10,23.70,52.80,598.40
00026268,33.70,21.40,10.60,3.80,6.50,15.30,122.10,133.10,56.10,47.50,13.30,40.40,503.80
00026269,39.40,41.40,22.90,16.30,15.50,43.70,167.20,226.10,114.30,53.60,50.90,90.70,882.00
00026270,17.30,23.90,15.40,1.80,0.40,4.10,96.90,103.90,43.50,23.60,19.50,36.40,386.70
00026271,21.80,35.00,21.80,5.50,10.40,13.70,149.70,145.50,49.30,28.50,38.20,70.70,590.10
00026272,12.60,17.00,5.20,5.80,6.10,14.50,113.50,121.00,53.40,14.70,13.80,27.90,405.50
00026274,19.50,19.70,10.20,3.00,4.00,4.50,142.20,138.40,54.50,21.90,21.40,39.60,478.90
00026283,30.30,28.90,10.80,9.90,1.80,12.10,124.70,125.60,33.20,20.00,35.80,52.40,485.50
00026286,29.80,32.10,22.00,6.80,3.00,9.90,92.60,103.00,44.50,27.90,27.70,43.60,442.90
00026287,15.60,12.80,4.20,0.00,0.20,2.60,46.70,83.90,70.90,18.90,9.90,19.70,285.40
00026292,15.50,10.30,4.00,0.80,0.50,1.50,53.00,76.00,46.10,17.20,12.80,24.50,262.20
00026293,9.60,19.10,1.30,0.80,0.10,3.10,40.30,86.20,71.80,19.30,12.30,32.00,295.90
00026297,20.20,12.00,4.70,1.20,0.20,3.80,92.00,128.80,66.30,30.20,11.40,23.70,394.50
00026299,22.80,11.00,3.00,1.80,1.10,3.00,70.20,79.70,73.80,16.60,13.60,24.40,321.00
00026300,23.10,13.70,4.50,3.20,0.90,11.90,97.30,117.90,59.10,18.60,18.20,28.60,397.00
00026306,26.90,13.10,3.40,3.30,0.20,7.20,70.50,80.80,86.10,32.60,23.00,34.90,382.00
00026329,22.80,26.60,10.10,1.30,3.80,34.00,170.60,175.20,92.70,24.10,26.90,50.20,638.30
00026403,16.70,10.10,4.00,1.00,0.30,4.60,54.70,69.70,56.70,28.80,13.60,22.40,282.60
00026405,15.50,19.60,7.40,2.40,3.20,9.20,108.10,112.40,69.10,25.90,21.40,42.70,436.90
00027002,94.70,89.20,37.50,25.60,53.30,154.50,131.20,122.30,207.00,294.60,189.90,145.80,1545.60
00027003,109.00,72.50,49.30,51.20,72.00,163.70,134.70,164.40,249.70,286.50,187.00,138.80,1678.80
00027004,116.20,84.60,75.70,81.70,146.20,291.20,221.50,280.00,408.90,277.40,197.20,159.40,2340.00
00027006,84.60,60.00,59.30,40.80,117.20,235.10,190.80,229.90,290.70,229.10,156.10,97.50,1791.10
00027007,126.40,88.40,39.00,46.70,71.40,196.10,180.70,227.50,331.70,387.50,229.70,140.40,2065.50
00027008,115.10,97.70,43.90,47.10,75.30,215.20,187.00,232.10,329.10,355.30,211.60,133.70,2043.10
00027009,115.10,97.30,39.40,47.00,62.20,166.60,154.20,152.60,269.60,359.80,210.80,171.30,1845.90
00027010,126.50,105.30,52.20,47.50,89.60,239.50,140.10,201.70,272.60,280.70,233.20,130.30,1919.20
00027011,173.50,153.10,95.90,95.40,138.40,309.40,265.90,352.40,442.90,400.50,265.30,234.20,2926.90
00027012,83.60,89.90,46.40,53.00,96.40,271.20,203.50,233.20,327.10,289.40,180.60,136.90,2011.20
00027015,113.80,99.50,59.20,45.00,112.30,304.90,267.50,280.50,366.40,337.00,205.30,176.80,2368.20
00027019,171.10,136.20,81.30,72.60,133.20,278.90,197.00,318.80,419.50,390.00,245.40,193.00,2637.00
00027020,114.10,112.20,45.90,48.80,63.80,169.80,162.30,201.20,290.70,348.60,227.40,151.80,1936.60
00027021,87.90,63.60,54.60,38.40,98.90,254.30,213.80,262.50,380.50,261.10,181.70,129.30,2026.60
00027022,157.20,173.60,110.50,99.70,115.00,358.60,242.30,356.70,488.40,481.00,324.90,238.60,3146.50
00027024,149.00,169.90,84.70,77.90,97.40,288.40,228.20,340.10,372.30,385.50,279.40,214.20,2687.00
00027028,62.00,85.70,41.60,65.00,61.00,209.70,201.00,270.20,260.10,316.40,189.00,113.90,1875.60
00027029,154.70,105.10,59.30,53.80,108.50,290.10,211.70,281.90,325.50,306.50,197.30,155.00,2249.40
00027030,139.00,129.80,68.30,66.60,122.50,289.20,183.80,275.40,377.50,339.90,216.30,155.20,2363.50
00027031,146.50,132.00,78.80,76.00,110.30,305.90,178.50,266.50,337.90,334.00,248.50,159.90,2374.80
00027034,128.50,110.10,42.40,44.00,60.10,137.90,112.90,153.70,244.80,362.00,230.90,182.30,1809.60
00027035,119.90,106.50,54.50,44.50,89.20,273.00,236.30,330.40,354.90,332.80,210.50,141.60,2294.10
00027036,122.30,98.10,51.50,42.80,95.90,249.30,201.50,247.90,341.00,356.80,186.00,155.80,2148.90
00027037,124.10,99.40,58.50,45.50,108.70,235.50,176.60,250.00,356.00,314.20,188.70,148.00,2105.20
00027039,105.80,110.70,43.60,40.30,92.30,219.80,180.00,210.30,310.50,352.70,182.80,145.50,1994.30
00027040,62.50,57.90,45.80,45.40,99.70,227.70,180.70,193.40,259.00,175.00,134.80,73.10,1555.00
00027042,247.60,212.40,140.30,145.60,198.60,351.80,271.30,363.00,514.20,505.70,332.10,267.80,3550.40
00027044,228.00,215.00,111.80,112.00,153.90,376.20,284.20,386.90,514.70,449.70,302.10,274.00,3408.50
00027045,259.20,275.60,155.70,125.30,174.80,383.10,345.20,476.80,596.70,476.90,378.20,331.50,3979.00
00027046,81.30,105.50,74.20,61.50,157.00,273.50,204.20,244.90,400.80,248.40,172.60,172.60,2196.50
00027047,93.60,70.20,68.30,60.90,149.30,251.80,201.90,236.30,349.00,239.20,157.60,132.00,2010.10
00027048,108.20,137.40,101.90,70.30,134.90,271.70,173.80,248.20,393.80,338.10,224.20,180.90,2383.40
00027049,120.90,113.10,75.10,90.10,101.20,240.40,187.50,263.40,354.10,363.50,204.20,129.50,2243.00
00027050,86.40,71.20,39.00,35.30,69.70,181.70,138.10,170.40,264.20,305.70,162.90,122.50,1647.10
00027051,135.20,126.40,44.80,42.30,79.20,249.50,159.10,193.20,319.80,316.20,209.10,152.50,2027.30
00027053,104.70,104.20,41.80,42.40,78.70,190.30,147.30,165.40,276.70,303.30,215.20,181.20,1851.20
00027054,116.10,89.70,48.50,44.00,102.10,225.00,173.00,242.40,303.10,323.60,176.80,166.10,2010.40
00027056,82.50,69.50,48.60,46.00,109.40,265.60,166.30,201.70,274.50,271.10,163.10,119.90,1818.20
00027059,62.00,55.20,30.70,35.60,114.00,220.00,166.60,220.30,255.00,196.10,132.30,70.90,1558.70
00027060,115.10,109.20,45.80,43.00,86.60,236.40,192.40,230.70,343.80,359.70,184.60,143.40,2090.70
00027061,268.40,255.00,136.40,143.40,180.20,417.00,279.10,438.90,584.70,497.70,369.60,323.70,3894.10
00027065,98.00,83.00,32.10,32.60,91.10,211.60,137.50,198.10,291.90,262.00,142.80,112.30,1693.00
00027068,305.50,253.20,165.30,133.60,187.50,379.90,284.50,390.60,584.30,528.50,389.40,342.60,3944.90
00027070,235.80,200.70,139.00,139.30,201.30,393.80,252.40,303.00,482.30,463.70,314.10,278.80,3404.20
00027071,120.90,115.20,66.30,72.90,136.70,274.30,165.90,269.80,353.60,332.20,158.00,164.80,2230.60
00027073,137.90,96.00,40.30,49.00,61.60,187.80,111.30,198.20,288.80,296.00,181.20,144.10,1792.20
00027075,134.10,93.90,31.70,28.30,78.70,219.90,183.10,221.40,287.70,348.70,147.60,151.90,1927.00
00027076,148.90,115.90,47.40,52.10,69.30,193.40,171.70,210.60,307.60,335.60,222.90,138.80,2014.20
00027077,132.80,94.80,39.00,32.80,57.90,199.90,152.90,190.10,326.90,348.10,185.90,144.90,1906.00
00027078,113.40,100.40,48.80,35.80,64.50,180.30,147.50,194.30,301.90,291.90,146.30,130.50,1755.60
00027079,85.10,86.30,40.30,25.50,72.70,228.10,168.20,185.40,282.30,414.20,176.70,172.00,1936.80
00027080,120.80,94.60,25.10,30.70,58.90,167.40,138.60,185.30,260.20,286.10,142.00,130.30,1640.00
00027084,109.90,93.00,42.80,40.80,71.00,143.40,142.90,206.50,274.20,293.40,162.10,166.90,1746.90
00027087,56.30,36.50,37.40,33.70,57.30,201.80,178.80,198.40,221.70,198.70,106.00,74.50,1401.10
00027088,77.50,32.00,39.00,24.40,121.20,232.40,153.10,159.50,273.10,201.00,118.60,79.00,1510.80
00027091,78.50,66.10,31.10,59.40,95.10,187.10,142.60,161.80,314.50,225.20,120.10,102.30,1583.80
00027093,72.50,47.20,26.40,23.60,51.60,184.10,163.80,130.80,156.20,178.30,85.20,79.50,1199.20
00028001,34.50,18.20,17.50,39.10,64.90,94.10,75.10,101.70,115.70,66.20,25.70,32.20,684.90
00028002,25.20,21.30,37.40,64.90,136.60,331.30,297.40,232.20,262.80,125.90,37.70,29.40,1602.10
00028003,14.00,11.20,16.00,22.00,42.60,194.40,196.30,152.20,182.80,74.40,28.40,25.10,959.40
00028005,22.40,14.50,19.60,44.00,114.20,291.10,325.30,168.00,256.60,84.60,23.10,40.50,1403.90
00028006,25.10,13.90,10.00,25.70,48.20,153.40,199.90,124.40,185.10,88.50,32.70,29.90,936.80
00028007,21.50,14.30,22.50,40.90,101.60,111.80,59.10,80.40,126.30,47.90,15.90,20.90,663.10
00028008,22.40,14.90,20.10,42.30,98.00,213.00,262.50,164.30,191.20,84.40,25.40,25.20,1163.70
00028009,32.50,18.80,27.90,38.60,80.20,75.40,35.70,89.00,134.90,75.90,26.60,39.00,674.50
00028010,21.50,9.40,11.70,35.10,73.70,81.60,68.50,75.70,80.40,37.10,13.70,18.80,527.20
00028011,26.70,16.00,31.30,62.70,98.50,243.30,328.00,298.80,255.70,102.00,30.80,29.80,1523.60
00028013,22.40,10.20,8.90,22.70,62.60,157.60,153.90,141.00,161.30,79.90,16.80,27.90,865.20
00028014,38.90,29.60,9.50,28.20,68.10,97.10,32.40,64.40,110.70,67.80,26.20,28.80,601.70
00028015,18.70,9.50,19.20,33.80,84.70,109.80,142.30,110.20,114.10,51.60,12.00,21.60,727.50
00028016,30.60,14.80,18.60,22.70,35.40,161.50,151.30,151.90,179.50,89.50,22.30,25.70,903.80
00028017,22.00,12.20,8.80,28.20,51.00,162.20,145.20,132.40,143.90,87.30,21.10,26.10,840.40
00028019,34.10,21.20,33.20,58.10,92.20,111.20,60.50,88.30,148.10,78.50,32.20,37.80,795.40
00028020,21.30,16.10,16.40,47.50,113.90,85.00,56.30,71.20,123.20,64.10,15.90,24.40,655.30
00028021,24.10,18.80,26.60,40.80,98.70,107.50,55.90,80.40,128.30,54.40,13.80,22.70,672.00
00028023,16.20,12.80,18.00,45.30,96.60,267.00,257.90,186.20,216.20,101.50,23.20,23.10,1264.00
00028024,44.30,24.40,17.10,37.20,60.60,128.40,92.60,84.10,203.60,84.00,30.40,33.80,840.50
00028025,21.00,13.50,5.40,15.60,55.80,168.20,143.40,166.10,180.10,97.00,27.20,52.20,945.50
00028028,21.20,12.30,20.40,42.50,104.60,103.70,66.80,73.00,131.50,65.40,17.30,20.60,679.30
00028029,24.20,14.00,10.70,31.10,49.50,207.80,177.10,152.80,147.90,72.40,22.40,26.00,935.90
00028030,21.20,9.30,18.00,38.00,81.50,85.50,48.30,74.40,96.50,45.60,17.00,20.40,555.70
00028031,17.00,12.10,14.50,33.90,97.50,172.50,229.90,141.50,191.40,73.50,24.70,30.20,1038.70
00028032,23.20,12.90,17.40,44.60,100.50,266.90,283.90,187.50,231.10,96.80,27.90,30.00,1322.70
00028033,19.40,7.50,14.80,35.40,71.90,105.90,113.70,112.00,151.80,52.90,23.00,18.20,726.50
00028034,15.30,4.80,12.20,35.60,53.60,44.70,59.10,49.70,66.00,33.00,7.90,15.50,397.40
00028035,25.20,13.50,15.80,33.90,49.60,170.50,157.30,143.10,145.30,95.60,23.10,26.60,899.50
00028036,25.40,12.80,19.10,49.60,116.20,97.20,66.00,73.10,135.30,69.10,18.30,27.40,709.50
00028038,23.80,12.30,27.30,55.40,125.40,147.80,96.90,127.90,199.10,77.80,13.30,19.60,926.60
00028039,16.10,5.50,14.50,39.40,61.90,67.30,92.50,52.20,86.50,30.70,9.70,19.90,496.20
00028040,16.50,5.10,12.60,37.00,56.70,59.00,71.20,63.20,74.60,45.20,11.70,15.80,468.60
00028041,28.00,13.40,14.50,36.70,85.70,106.90,61.00,86.20,100.90,51.80,19.90,28.90,633.90
00028042,20.40,6.50,20.80,37.50,57.40,111.10,173.60,113.60,126.50,49.90,12.80,24.30,754.40
00028043,18.10,8.20,17.10,41.30,100.70,228.50,258.10,218.60,218.70,101.60,25.80,27.90,1264.60
00028044,24.80,15.30,20.10,42.00,97.00,156.40,154.10,134.20,161.80,77.10,28.80,24.60,936.20
00028045,42.50,20.00,15.00,44.90,83.30,186.50,158.80,137.20,191.50,101.40,37.80,45.60,1064.50
00028046,27.70,18.50,13.80,32.20,64.70,190.30,178.40,149.10,200.20,103.30,33.50,31.10,1042.80
00028047,25.50,12.70,20.20,40.30,71.10,89.50,47.60,85.00,86.30,45.70,16.80,19.70,560.40
00028048,25.70,26.30,16.80,45.70,62.20,93.40,53.70,76.30,107.70,59.10,23.40,39.10,629.40
00028049,18.80,14.30,23.00,42.20,107.10,256.70,272.50,195.30,224.00,97.60,28.30,24.40,1304.20
00028050,29.30,16.70,14.80,39.60,85.60,98.90,82.00,110.60,145.40,67.50,24.60,33.20,748.20
00028052,20.30,15.90,21.80,35.10,64.10,93.30,56.70,107.90,135.30,52.90,21.40,23.60,648.30
00028054,20.90,13.50,10.70,20.40,36.20,172.20,183.30,162.90,237.60,79.60,28.40,34.90,1000.60
00028055,28.40,15.20,9.50,21.60,33.80,144.20,153.60,145.00,184.40,84.80,26.40,29.30,876.20
00028057,9.00,5.40,12.90,23.30,67.60,136.90,173.30,111.40,144.80,47.10,17.70,20.30,769.70
00028058,28.00,7.70,15.50,35.10,66.80,148.00,158.70,140.30,147.40,62.30,25.40,21.00,856.20
00028059,27.50,16.20,32.60,53.70,99.60,117.50,76.70,138.20,177.10,79.90,24.80,23.80,867.60
00028060,29.60,18.20,26.90,54.50,97.30,122.30,83.00,151.90,185.30,94.10,30.10,28.90,922.10
00028062,18.10,14.40,18.80,35.40,63.30,77.90,50.60,88.00,107.30,54.90,23.70,29.50,581.90
00028063,16.70,7.10,16.10,28.60,63.50,53.30,45.50,39.60,43.10,23.60,9.50,14.60,361.20
00028064,24.40,15.20,16.10,38.00,72.20,162.70,195.00,129.20,154.90,85.90,21.80,27.70,943.10
00028065,19.10,25.10,11.90,49.50,88.40,78.10,38.90,49.10,67.10,97.60,20.90,16.80,562.50
00028066,18.00,10.50,20.40,33.50,114.40,146.90,257.20,136.60,205.20,73.00,22.10,24.50,1062.30
00028067,29.50,44.00,19.80,41.10,75.10,70.20,53.70,79.60,113.70,52.10,22.70,61.40,662.90
00028069,22.90,12.00,15.80,40.50,97.10,233.70,383.40,297.00,305.70,85.70,20.30,29.90,1544.00
00028070,24.10,15.80,23.60,42.40,98.90,74.60,44.70,68.30,113.50,64.30,16.00,29.50,615.70
00028071,12.50,5.30,7.30,41.30,54.80,69.50,46.80,73.50,58.40,28.80,8.60,13.90,420.70
00028072,37.20,20.00,15.60,37.60,64.70,129.80,95.60,103.40,165.70,88.30,28.10,45.40,831.40
00028073,20.50,10.20,24.60,45.10,81.40,108.70,114.10,117.50,120.70,52.00,17.90,19.80,732.50
00028074,24.30,11.10,17.10,39.40,84.10,111.60,93.40,107.00,146.40,62.20,20.60,22.20,739.40
00028075,14.10,5.50,18.30,37.50,74.60,64.90,79.10,67.50,80.90,37.30,13.00,14.50,507.20
00028077,29.20,16.20,27.30,41.60,80.50,160.00,113.30,143.40,250.60,100.60,17.20,23.70,1003.60
00028079,14.60,12.60,7.30,24.80,73.00,99.70,24.30,67.40,72.60,27.40,11.90,16.90,452.50
00028080,19.10,13.10,20.50,35.80,91.50,212.60,227.30,152.60,177.10,80.00,22.80,22.40,1074.80
00028081,12.10,9.60,17.00,53.90,63.70,141.80,151.60,119.10,139.50,62.30,16.10,19.40,806.10
00028082,51.40,32.30,16.40,41.20,70.10,77.10,71.50,93.00,140.40,67.00,28.60,27.30,716.30
00028083,12.60,19.80,33.20,49.60,124.40,238.20,267.10,185.40,211.00,75.90,29.50,30.00,1276.70
00028084,23.20,16.10,29.90,46.40,95.30,103.60,61.10,100.00,130.90,55.70,16.40,30.30,708.90
00028085,21.20,10.50,15.70,35.90,86.20,177.40,182.10,148.70,174.10,72.70,20.20,22.20,966.90
00028086,30.30,18.80,17.20,38.40,59.90,86.70,67.70,86.50,127.60,73.40,27.80,29.30,663.60
00028087,20.00,5.70,15.90,36.50,67.60,136.70,161.60,129.10,155.50,61.00,18.50,19.30,827.40
00028088,36.40,22.00,26.90,42.20,65.40,157.60,115.20,112.40,216.40,90.80,29.50,43.90,958.70
00028089,35.20,14.20,17.80,39.40,92.00,121.90,120.90,155.50,163.30,67.30,26.10,33.60,887.20
00028091,11.80,4.70,6.20,16.50,27.80,41.60,54.10,36.60,49.10,31.10,7.00,13.20,299.70
00028094,41.10,16.30,17.40,37.00,81.90,81.00,62.20,93.90,155.30,62.40,24.70,33.20,706.40
00028096,18.80,5.80,13.20,36.70,54.40,58.20,84.60,67.30,82.30,30.70,11.20,19.00,482.20
00028098,28.20,16.60,21.30,38.60,82.30,136.90,144.40,159.20,190.10,88.90,23.80,40.30,970.60
00028099,37.40,27.50,17.60,37.40,51.60,71.30,56.00,67.50,98.30,60.10,18.10,24.60,567.40
00028100,43.40,32.00,13.70,34.00,72.90,74.20,58.70,64.40,75.10,64.00,20.30,31.70,584.40
00028101,44.30,29.70,15.50,40.70,79.70,78.30,57.30,76.50,75.70,60.50,23.60,24.00,605.80
00028102,48.90,26.10,14.20,30.80,61.30,107.20,57.20,85.00,76.30,48.20,25.30,24.30,604.80
00028104,56.30,36.80,14.10,38.30,58.00,76.10,64.50,87.20,83.60,54.80,20.10,27.50,617.30
00028105,60.80,49.40,16.50,51.50,64.60,77.30,64.60,78.90,93.30,63.50,25.70,27.60,673.70
00028106,55.20,43.00,14.40,37.40,50.90,76.90,81.70,75.10,113.50,64.60,21.10,24.30,658.10
00028107,50.00,37.40,14.10,40.10,73.20,93.70,60.30,69.10,118.10,66.10,20.20,25.50,667.80
00028108,49.10,36.90,12.80,27.70,87.60,109.60,60.90,70.00,99.80,67.50,17.90,29.60,669.40
00028111,27.60,18.40,16.10,23.60,52.00,195.30,150.80,170.90,264.80,136.40,39.80,54.20,1149.90
00028112,18.70,14.50,14.90,31.70,86.80,162.00,176.90,143.10,144.50,65.30,26.10,32.40,916.90
00028113,45.50,17.00,11.50,39.40,78.20,164.90,136.00,139.50,202.50,110.80,49.50,38.20,1033.00
00028114,9.90,6.50,8.20,26.00,38.40,50.70,76.30,63.80,64.80,30.90,11.10,13.70,400.30
00028115,16.40,4.60,8.20,29.80,61.00,37.00,37.80,30.30,48.20,24.50,8.60,12.50,318.90
00028116,17.90,9.90,16.90,27.30,66.00,114.60,78.10,89.40,148.20,52.90,12.60,21.00,654.80
00028117,20.20,14.10,31.00,55.60,132.70,148.00,85.50,114.30,174.20,69.90,18.00,18.70,882.20
00028118,21.70,10.00,27.30,83.50,156.60,158.00,112.20,119.10,198.00,63.60,17.40,20.00,987.40
00028119,16.00,10.90,16.80,18.20,33.40,184.20,193.30,160.50,165.40,57.00,23.40,20.10,899.20
00028120,28.90,12.10,24.30,53.90,83.80,194.20,208.90,138.50,161.70,72.90,19.70,24.10,1023.00
00028121,47.80,30.60,9.10,22.00,55.20,94.60,35.70,67.50,108.20,57.00,23.50,24.10,575.30
00028122,31.40,23.00,16.30,31.70,80.10,114.90,86.20,79.00,122.40,55.30,27.20,36.30,703.80
00028123,30.20,23.00,19.00,47.60,91.80,85.60,54.40,97.80,139.20,67.10,27.10,38.00,720.80
00028125,17.30,11.30,12.60,19.00,83.70,149.40,197.40,153.50,151.50,72.30,17.20,27.70,912.90
00028130,25.40,15.90,12.70,19.90,50.60,158.90,176.90,162.70,236.60,104.90,32.40,34.30,1031.20
00028135,19.90,18.00,11.20,39.40,60.50,169.00,139.00,119.20,138.90,81.90,21.60,27.10,845.70
00028136,35.00,23.50,49.20,79.30,171.80,340.50,342.70,268.30,297.20,148.00,46.50,40.30,1842.30
00028137,20.90,11.80,12.90,41.50,68.10,156.20,180.70,149.10,159.40,72.60,19.80,24.70,917.70
00028138,27.10,16.40,11.30,26.60,50.00,153.00,132.20,145.20,292.20,115.40,27.90,39.70,1037.00
00028139,21.90,15.20,23.50,53.90,109.40,237.50,260.40,163.00,206.00,92.60,28.10,33.90,1245.40
00028145,36.70,12.50,11.60,17.30,51.40,147.20,133.80,162.10,194.50,76.10,23.90,34.50,901.60
00028146,21.60,14.60,18.90,61.20,98.20,141.10,163.80,114.40,195.20,82.20,27.70,38.90,977.80
00028147,28.10,15.40,15.80,31.10,63.00,147.00,126.90,136.30,163.60,73.10,28.40,31.80,860.50
00028148,26.80,21.90,28.30,60.80,97.30,106.80,71.50,68.50,140.50,86.30,47.30,28.60,784.60
00028149,24.70,17.20,22.50,43.40,94.00,75.50,50.80,77.00,113.80,53.10,18.20,30.80,621.00
00028150,24.00,8.10,17.50,43.60,63.40,110.50,98.20,106.60,122.90,45.80,16.90,26.60,684.10
00028151,32.60,15.70,13.10,35.20,81.20,94.70,85.30,97.50,153.30,67.60,28.00,34.50,738.70
00028152,44.00,11.90,17.40,33.60,42.20,96.50,75.80,107.00,159.10,81.60,25.40,35.10,729.60
00028154,23.50,25.20,15.50,44.20,88.30,154.50,158.30,119.60,241.20,76.50,51.20,40.80,1038.80
00028156,21.30,14.80,14.20,46.20,98.80,169.10,200.20,147.70,166.30,82.80,27.80,27.30,1016.50
00028160,34.00,21.00,12.60,38.10,44.80,100.80,56.40,79.70,173.20,60.10,19.30,41.20,681.20
00028161,33.80,19.30,15.50,38.40,73.40,106.80,73.30,110.70,124.40,71.10,25.50,31.20,723.40
00028163,37.90,11.90,9.40,30.20,41.40,200.20,139.80,149.80,148.80,82.80,23.30,32.70,908.20
00028164,25.20,6.80,12.80,31.90,66.70,107.90,73.40,85.60,137.60,53.40,10.30,26.00,637.60
00028175,45.10,11.00,14.20,23.00,35.20,159.50,129.60,138.10,240.90,108.80,27.10,31.90,964.40
00028176,30.60,6.80,8.80,36.30,77.20,79.30,56.90,56.20,62.00,31.40,12.40,16.40,474.30
00028178,23.60,6.90,13.20,28.20,57.30,113.70,112.30,95.50,113.60,56.30,18.50,15.50,654.60
00028179,20.00,9.80,8.10,30.30,78.40,96.30,34.20,68.20,89.60,31.60,11.60,13.20,491.30
00028180,30.50,14.50,21.30,31.90,64.80,66.30,52.90,71.00,122.80,53.40,23.50,29.90,582.80
00028183,27.10,7.10,12.40,42.60,73.80,89.70,69.80,106.00,92.00,37.20,14.80,15.60,588.10
00028184,28.40,12.40,26.90,54.90,120.00,116.90,62.30,102.30,128.30,40.50,18.20,22.10,733.20
00028185,37.80,10.70,18.10,49.80,73.40,98.10,70.50,113.90,134.50,64.50,15.60,24.20,711.10
00028186,19.30,8.60,9.40,15.10,50.60,56.70,30.80,45.50,71.00,27.10,7.00,17.20,358.30
00028188,36.40,29.70,31.00,48.80,58.40,44.30,43.20,72.00,111.10,91.30,46.70,54.80,667.70
00028189,25.00,6.10,9.60,32.60,73.90,73.80,76.00,75.70,64.50,38.60,16.90,11.90,504.60
00028190,46.60,18.30,18.70,32.20,78.30,131.70,99.00,132.90,176.90,77.90,23.40,27.20,863.10
