Centro,Especie,Codigo,AB,DTr,Alt,DCop,ExcCop
CUCOSTA,Terminalia catappa,C10-3-398,1.94,15.7,5.9,5.9,0.43
CUCOSTA,Terminalia catappa,C10-3-399,0.79,10,4.6,4.2,0.37
CUCOSTA,Pithecellobium dulce,C10-3-4,0.75,9.8,6.8,5.6,0.47
CUCOSTA,Tabebuia rosea,C10-3-40,0.42,7.3,5.9,3.4,0.65
CUCOSTA,Terminalia catappa,C10-3-400,0.82,10.2,6.5,5.4,0.45
CUCOSTA,Terminalia catappa,C10-3-401,1.08,11.7,4.9,4.6,0.29
CUCOSTA,Terminalia catappa,C10-3-402,0.87,10.5,4.6,5.8,0.18
CUCOSTA,Coccoloba uvifera,C10-3-403,6.88,29.6,10.3,9,0.35
CUCOSTA,Pithecellobium lanceolatum,C10-3-404,4.41,23.7,11.2,6.8,0.57
CUCOSTA,Pithecellobium lanceolatum,C10-3-405,25.4,56.9,9.1,7.6,0.83
CUCOSTA,Pithecellobium lanceolatum,C10-3-406,4.56,24.1,7.5,9.4,0.29
CUCOSTA,Pithecellobium lanceolatum,C10-3-407,1.94,15.7,6,7.9,0.78
CUCOSTA,Pithecellobium lanceolatum,C10-3-408,0.35,6.7,5.3,4.2,0.62
CUCOSTA,Pithecellobium lanceolatum,C10-3-409,4.64,24.3,6.9,5.1,0.52
CUCOSTA,Tabebuia rosea,C10-3-41,0.38,7,4,3.1,0.64
CUCOSTA,Pithecellobium lanceolatum,C10-3-410,7.98,31.9,13,10.1,0.2
CUCOSTA,Pithecellobium lanceolatum,C10-3-411,1.96,15.8,13.6,9.2,0.61
CUCOSTA,Bursera simaruba,C10-3-412,0.44,7.5,2.8,3.5,0.5
CUCOSTA,Pithecellobium lanceolatum,C10-3-413,2.81,18.9,6.5,10.1,0.68
CUCOSTA,Pithecellobium lanceolatum,C10-3-414,3.05,19.7,10.9,8.3,0.48
CUCOSTA,Bursera simaruba,C10-3-415,0.21,5.2,2.5,2.9,0.44
CUCOSTA,Pithecellobium lanceolatum,C10-3-416,0.59,8.7,9.7,6.1,0.79
CUCOSTA,Pithecellobium lanceolatum,C10-3-417,7.79,31.5,12.4,5.9,0.77
CUCOSTA,Pithecellobium lanceolatum,C10-3-418,13.46,41.4,11.2,10.6,0.43
CUCOSTA,Dypsis lutescens,C10-3-419,0.72,9.5,4.2,3.4,0.41
CUCOSTA,Tabebuia rosea,C10-3-42,0.35,6.7,2.9,3.5,0.61
CUCOSTA,Ceiba pentandra,C10-3-420,19.4,49.7,10.9,12.2,0.53
CUCOSTA,Ceiba pentandra,C10-3-421,45.6,76.2,10,14.3,0.52
CUCOSTA,Ceiba pentandra,C10-3-422,9.4,34.6,6.9,7.3,0
CUCOSTA,Terminalia catappa,C10-3-423,4.77,24.6,6.5,6.6,0.71
CUCOSTA,Salix bonplandiana,C10-3-424,2.72,18.6,8.1,7.4,0.81
CUCOSTA,Salix bonplandiana,C10-3-425,28.84,60.6,11.9,16.8,0.53
CUCOSTA,Salix bonplandiana,C10-3-426,14.25,42.6,12.8,10.1,0.51
CUCOSTA,Salix bonplandiana,C10-3-427,9.62,35,12,10.4,0.24
CUCOSTA,Tabebuia rosea,C10-3-428,9.9,35.5,12.1,12.4,0.7
CUCOSTA,Pithecellobium lanceolatum,C10-3-429,11.78,38.7,8.1,11.8,0.36
CUCOSTA,Tabebuia rosea,C10-3-43,0.8,10.1,7.6,2.2,0.78
CUCOSTA,Guazuma ulmifolia,C10-3-430,3.73,21.8,5.3,5.8,0.56
CUCOSTA,Bursera simaruba,C10-3-431,0.38,7,3.2,4.1,0.83
CUCOSTA,Salix bonplandiana,C10-3-432,13.96,42.2,10.8,10.1,0.33
CUCOSTA,Pithecellobium dulce,C10-3-433,0.73,9.7,5.7,5.4,0.54
CUCOSTA,Terminalia catappa,C10-3-434,3.37,20.7,8.8,6.7,0.17
CUCOSTA,Terminalia catappa,C10-3-435,2.16,16.6,8.5,6.3,0.42
CUCOSTA,Terminalia catappa,C10-3-436,1.08,11.7,5.1,3.2,0.75
CUCOSTA,Terminalia catappa,C10-3-437,2.16,16.6,7.2,5.6,0.59
CUCOSTA,Cocus nucifera,C10-3-438,4.68,24.4,7.7,5.4,0
CUCOSTA,Terminalia catappa,C10-3-439,1.54,14,5.7,5.2,0.42
CUCOSTA,Tabebuia rosea,C10-3-44,0.57,8.5,6.5,4.2,0.72
CUCOSTA,Terminalia catappa,C10-3-440,2.22,16.8,8.2,4.8,0.34
CUCOSTA,Cocus nucifera,C10-3-441,4.6,24.2,12.6,6.8,0.4
CUCOSTA,Terminalia catappa,C10-3-442,1.43,13.5,7.2,4.5,0.72
CUCOSTA,Dypsis lutescens,C10-3-443,1,11.3,4.3,4,0.57
CUCOSTA,Terminalia catappa,C10-3-444,3.53,21.2,8.6,7.2,0.39
CUCOSTA,Terminalia catappa,C10-3-445,0.72,9.6,3.6,3.8,0.52
CUCOSTA,Terminalia catappa,C10-3-446,1.56,14.1,4.6,4,0.31
CUCOSTA,Cocus nucifera,C10-3-447,4.15,23,4.8,7.8,0.41
CUCOSTA,Cocus nucifera,C10-3-448,5.68,26.9,13.1,7.3,0
CUCOSTA,Cocus nucifera,C10-3-449,6.11,27.9,12.3,7.7,0.5
CUCOSTA,Tabebuia rosea,C10-3-45,13.27,41.1,12,6.4,0.56
CUCOSTA,Cocus nucifera,C10-3-450,5.47,26.4,12.2,8.9,0.43
CUCOSTA,Cocus nucifera,C10-3-451,8.66,33.2,13.8,9.2,0.29
CUCOSTA,Arecastrum romanzoffianum,C10-3-452,2.84,19,4.5,4.1,0.54
CUCOSTA,Arecastrum romanzoffianum,C10-3-453,3.46,21,4.6,4.1,0.37
CUCOSTA,Cocus nucifera,C10-3-454,6.42,28.6,12.1,8.1,0.42
CUCOSTA,Delonix regia,C10-3-455,14.39,42.8,6.3,8.5,0.8
CUCOSTA,Cocus nucifera,C10-3-456,6.65,29.1,10.8,10.3,0.63
CUCOSTA,Delonix regia,C10-3-457,8.92,33.7,7.2,11.9,0.51
CUCOSTA,Cocus nucifera,C10-3-458,7.02,29.9,13.4,8.3,0.22
CUCOSTA,Delonix regia,C10-3-459,5.09,25.5,7.2,10.5,0.3
CUCOSTA,Bursera simaruba,C10-3-46,0.31,6.3,3.7,4.3,0.64
CUCOSTA,Cocus nucifera,C10-3-460,7.5,30.9,14.7,9.7,0.28
CUCOSTA,Delonix regia,C10-3-461,18.18,48.1,5.4,11.9,0.41
CUCOSTA,Cocus nucifera,C10-3-462,8.97,33.8,17.8,10.9,0.71
CUCOSTA,Delonix regia,C10-3-463,5.82,27.2,6.8,8.8,0.54
CUCOSTA,Cocus nucifera,C10-3-464,6.61,29,17.3,8.7,0.36
CUCOSTA,Cocus nucifera,C10-3-465,5.9,27.4,15.6,7.3,0.6
CUCOSTA,Delonix regia,C10-3-466,3.84,22.1,6.7,7.3,0.61
CUCOSTA,Cocus nucifera,C10-3-467,8.97,33.8,16.4,9.8,0.14
CUCOSTA,Terminalia catappa,C10-3-468,4.05,22.7,7,5.7,0.64
CUCOSTA,Terminalia catappa,C10-3-469,2.84,19,5.6,5.1,0.33
CUCOSTA,Guazuma ulmifolia,C10-3-47,0.24,5.5,5,4.1,0.57
CUCOSTA,Terminalia catappa,C10-3-470,1.25,12.6,4.1,3.2,0.47
CUCOSTA,Terminalia catappa,C10-3-471,1.29,12.8,5.1,4.9,0.34
CUCOSTA,Terminalia catappa,C10-3-472,2.43,17.6,6,5.4,0.62
CUCOSTA,Terminalia catappa,C10-3-473,2.14,16.5,5.9,4.9,0.34
CUCOSTA,Cocus nucifera,C10-3-474,5.52,26.5,12.9,7.9,0.16
CUCOSTA,Arecastrum romanzoffianum,C10-3-475,1.91,15.6,5.4,5.1,0.38
CUCOSTA,Arecastrum romanzoffianum,C10-3-476,3.27,20.4,4.1,3.8,0.32
CUCOSTA,Ptychosperma macarthurii,C10-3-477,2.18,16.7,4.6,4,0.55
CUCOSTA,Tabebuia rosea,C10-3-478,11.76,38.7,15.3,10.1,0.28
CUCOSTA,Byrsonima crassifolia,C10-3-479,6.3,28.3,5.8,7.2,0.57
CUCOSTA,Guazuma ulmifolia,C10-3-48,0.32,6.4,4.3,4.1,0.62
CUCOSTA,Ficus benjamina,C10-3-480,51.3,80.8,12,15.3,0.23
CUCOSTA,Ficus benjamina,C10-3-481,1.87,15.4,6.3,4.5,0.4
CUCOSTA,Ficus benjamina,C10-3-482,3.47,21,6.5,5.2,0.54
CUCOSTA,Arecastrum romanzoffianum,C10-3-483,2.63,18.3,3.9,3.5,0.33
CUCOSTA,Arecastrum romanzoffianum,C10-3-484,3.2,20.2,3.9,3.5,0.33
CUCOSTA,Arecastrum romanzoffianum,C10-3-485,0.99,11.2,1.9,4.6,0.35
CUCOSTA,Dypsis lutescens,C10-3-486,2.25,16.9,4.5,4.4,0.41
CUCOSTA,Dypsis lutescens,C10-3-487,1.77,15,4.7,4.4,0
CUCOSTA,Arecastrum romanzoffianum,C10-3-488,2.99,19.5,4.8,3.4,0.46
CUCOSTA,Dypsis lutescens,C10-3-489,1.08,11.7,4.5,4.4,0.29
CUCOSTA,Guazuma ulmifolia,C10-3-49,0.22,5.3,4.4,3.6,0.7
CUCOSTA,Dypsis lutescens,C10-3-490,2.56,18.1,4.8,4.4,0.41
CUCOSTA,Dypsis lutescens,C10-3-491,2.41,17.5,10.7,4.4,0.41
CUCOSTA,Dypsis lutescens,C10-3-492,3.32,20.5,3.6,4.9,0.5
CUCOSTA,Dypsis lutescens,C10-3-493,2.35,17.3,4.9,4.9,0.39
CUCOSTA,Dypsis lutescens,C10-3-494,2.81,18.9,5,4.7,0
CUCOSTA,Cocus nucifera,C10-3-495,6.93,29.7,9.7,7.8,0.35
CUCOSTA,Dypsis lutescens,C10-3-496,3.58,21.3,4,5,0.2
CUCOSTA,Cocus nucifera,C10-3-497,5.73,27,8.2,7.6,0.52
CUCOSTA,Terminalia catappa,C10-3-498,3.97,22.5,4.6,5.7,0.19
CUCOSTA,Terminalia catappa,C10-3-499,5.9,27.4,9.6,9,0.25
CUCOSTA,Pithecellobium dulce,C10-3-5,23.66,54.9,7.9,15.8,0.11
CUCOSTA,Guazuma ulmifolia,C10-3-50,0.34,6.6,4.5,4.7,0.35
CUCOSTA,Terminalia catappa,C10-3-500,8.6,33.1,12.1,8.3,0.34
CUCOSTA,Terminalia catappa,C10-3-501,7.79,31.5,10.8,9.2,0.4
CUCOSTA,Ficus benjamina,C10-3-502,1.88,15.5,5,3.5,0.66
CUCOSTA,Ficus benjamina,C10-3-503,1.23,12.5,4.9,2.5,0.66
CUCOSTA,Ficus benjamina,C10-3-504,0.97,11.1,2.3,1.7,0.61
CUCOSTA,Cocus nucifera,C10-3-505,6.2,28.1,12.1,11.3,0.36
CUCOSTA,Ficus benjamina,C10-3-506,1.6,14.3,6.6,4.2,0.54
CUCOSTA,Cocus nucifera,C10-3-507,2.54,18,11.7,8.8,0.26
CUCOSTA,Cocus nucifera,C10-3-508,5.35,26.1,13.3,7.8,0.48
CUCOSTA,Cocus nucifera,C10-3-509,9.24,34.3,10.4,6.7,0.34
CUCOSTA,Salix bonplandiana,C10-3-51,0.23,5.4,2.8,2.2,0
CUCOSTA,Dypsis lutescens,C10-3-510,4.14,23,8,8.1,0.22
CUCOSTA,Ficus benjamina,C10-3-511,126.31,126.8,22.1,19.8,0.66
CUCOSTA,Caryota urens,C10-3-512,0.99,11.2,6.4,2.5,0.38
CUCOSTA,Caryota urens,C10-3-513,1.04,11.5,6.4,0.8,0.63
CUCOSTA,Dypsis lutescens,C10-3-514,4.38,23.6,6.5,7.4,0.59
CUCOSTA,Dypsis lutescens,C10-3-515,4.12,22.9,7.1,7,0.29
CUCOSTA,Ficus benjamina Variegata,C10-3-516,4.66,24.4,6.8,3.1,0.72
CUCOSTA,Phoenix roebelenii,C10-3-517,1.15,12.1,3.4,3.7,0.53
CUCOSTA,Dypsis lutescens,C10-3-518,4.23,23.2,5.6,6.2,0.71
CUCOSTA,Dypsis lutescens,C10-3-519,4.02,22.6,6.4,6.3,0.18
CUCOSTA,Salix bonplandiana,C10-3-52,2.14,16.5,10.9,4.9,0.56
CUCOSTA,Ceiba pentandra,C10-3-520,68.81,93.6,16,14.3,0.79
CUCOSTA,Ceiba pentandra,C10-3-521,35.26,67,14.3,9.2,0.72
CUCOSTA,Ceiba pentandra,C10-3-522,41.62,72.8,21.3,14.8,0.44
CUCOSTA,Ceiba pentandra,C10-3-523,73.14,96.5,18.2,15.5,0.2
CUCOSTA,Cocus nucifera,C10-3-524,9.29,34.4,14.9,8.6,0.33
CUCOSTA,Cocus nucifera,C10-3-525,9.79,35.3,15,9.3,0.46
CUCOSTA,Cocus nucifera,C10-3-526,8.71,33.3,11.4,7.1,0.29
CUCOSTA,Cocus nucifera,C10-3-527,6.03,27.7,8,7,0.43
CUCOSTA,Cocus nucifera,C10-3-528,7.07,30,8.9,6.2,0.5
CUCOSTA,Cocus nucifera,C10-3-529,8.97,33.8,16.6,5.8,0.26
CUCOSTA,Salix bonplandiana,C10-3-53,7.16,30.2,15.3,10.6,0.5
CUCOSTA,Cocus nucifera,C10-3-530,8.66,33.2,13.8,7.9,0.61
CUCOSTA,Cocus nucifera,C10-3-531,5.19,25.7,8.5,7.6,0.32
CUCOSTA,Cocus nucifera,C10-3-532,5.6,26.7,10.2,7,0.64
CUCOSTA,Cocus nucifera,C10-3-533,4.83,24.8,5.1,5.1,0.2
CUCOSTA,Cocus nucifera,C10-3-534,5.73,27,12.9,4.6,0.21
CUCOSTA,Cocus nucifera,C10-3-535,6.11,27.9,11.6,5.7,0.62
CUCOSTA,Cocus nucifera,C10-3-536,5.39,26.2,7.8,5.6,0.47
CUCOSTA,Cocus nucifera,C10-3-537,5.35,26.1,6.8,6.1,0.39
CUCOSTA,Cocus nucifera,C10-3-538,4.79,24.7,8.9,5.8,0.36
CUCOSTA,Cocus nucifera,C10-3-539,8.3,32.5,9.5,7.1,0.45
CUCOSTA,Salix bonplandiana,C10-3-54,3.06,19.7,7.6,5.8,0.79
CUCOSTA,Cocus nucifera,C10-3-540,4.49,23.9,7.3,6.3,0.52
CUCOSTA,Dypsis lutescens,C10-3-541,1.72,14.8,3.2,3.6,0.39
CUCOSTA,Dypsis lutescens,C10-3-542,2.32,17.2,4.4,4.1,0.5
CUCOSTA,Dypsis lutescens,C10-3-543,4.2,23.1,5.1,5.5,0.62
CUCOSTA,Cocus nucifera,C10-3-544,4.34,23.5,9,6.9,0.29
CUCOSTA,Cocus nucifera,C10-3-545,8.5,32.9,12.3,8.8,0.64
CUCOSTA,Cocus nucifera,C10-3-546,2.84,19,7.1,5.8,0.26
CUCOSTA,Arecastrum romanzoffianum,C10-3-547,5.85,27.3,5.7,4.5,0.55
CUCOSTA,Arecastrum romanzoffianum,C10-3-548,4.56,24.1,5.3,3.6,0.57
CUCOSTA,Arecastrum romanzoffianum,C10-3-549,2.99,19.5,5.2,3.6,0.65
CUCOSTA,Salix bonplandiana,C10-3-55,5.03,25.3,13,6.2,0.39
CUCOSTA,Terminalia catappa,C10-3-550,2.38,17.4,8.3,6.3,0.62
CUCOSTA,Terminalia catappa,C10-3-551,3.05,19.7,12.3,5.6,0.57
CUCOSTA,Terminalia catappa,C10-3-552,2.84,19,11.8,6.4,0.67
CUCOSTA,Terminalia catappa,C10-3-553,2.99,19.5,9.6,6.5,0.41
CUCOSTA,Cocus nucifera,C10-3-554,7.94,31.8,16,9.4,0
CUCOSTA,Ficus benjamina,C10-3-555,20.64,51.3,7.3,7.8,0.58
CUCOSTA,Ficus benjamina,C10-3-556,14.73,43.3,6.6,7.1,0.76
CUCOSTA,Ficus benjamina,C10-3-557,19.66,50,6.9,8.6,0.36
CUCOSTA,Ficus benjamina,C10-3-558,14.18,42.5,5.8,7.2,0.32
CUCOSTA,Ficus benjamina,C10-3-559,11.26,37.9,8.1,8,0.16
CUCOSTA,Salix bonplandiana,C10-3-56,6.65,29.1,13,10.1,0.72
CUCOSTA,Ficus benjamina,C10-3-560,10.83,37.1,7,8.4,0.73
CUCOSTA,Ficus benjamina,C10-3-561,10.04,35.8,9.7,7.8,0.57
CUCOSTA,Ficus benjamina,C10-3-562,26.56,58.2,10.6,9.6,0.72
CUCOSTA,Pithecellobium lanceolatum,C10-3-563,11.52,38.3,4.3,6.5,0
CUCOSTA,Ceiba pentandra,C10-3-564,9.62,35,6.9,8,0.31
CUCOSTA,Ceiba pentandra,C10-3-565,30.68,62.5,11.2,14,0.43
CUCOSTA,Ceiba pentandra,C10-3-566,6.83,29.5,2,5,0.68
CUCOSTA,Ceiba pentandra,C10-3-567,20.19,50.7,13.4,9.4,0.4
CUCOSTA,Ceiba pentandra,C10-3-568,20.03,50.5,9.2,7.4,0.42
CUCOSTA,Ceiba pentandra,C10-3-569,27.34,59,12.1,12,0.13
CUCOSTA,Pithecellobium lanceolatum,C10-3-57,1.08,11.7,5.4,6.8,0.57
CUCOSTA,Manihot esculenta,C10-3-570,0.66,9.2,3.2,1.2,0.64
CUCOSTA,Manihot esculenta,C10-3-571,0.64,9,2.7,1,0.57
CUCOSTA,Ceiba pentandra,C10-3-572,7.89,31.7,20.7,15.5,0.48
CUCOSTA,Cocus nucifera,C10-3-573,5.81,27.2,13.8,10.2,0.36
CUCOSTA,Ceiba pentandra,C10-3-574,40.04,71.4,15.3,16.6,0.37
CUCOSTA,Ceiba pentandra,C10-3-575,40.38,71.7,18.9,14.1,0.56
CUCOSTA,Pithecellobium lanceolatum,C10-3-576,19.42,49.7,10.8,8.7,0.15
CUCOSTA,Ficus microcarpa,C10-3-577,0.47,7.7,5.4,4.6,0.77
CUCOSTA,Pithecellobium lanceolatum,C10-3-578,20.59,51.2,19,16.4,0.58
CUCOSTA,Pithecellobium lanceolatum,C10-3-579,16.15,45.3,9.7,12.7,0.5
CUCOSTA,Salix bonplandiana,C10-3-58,11.76,38.7,16,7.3,0.16
CUCOSTA,Thevetia ovata,C10-3-580,12.57,40,8.7,4.8,0.63
CUCOSTA,Pithecellobium lanceolatum,C10-3-581,0.87,10.5,3.3,6,0.63
CUCOSTA,Pithecellobium lanceolatum,C10-3-582,1.58,14.2,3.5,5.6,0.74
CUCOSTA,Pithecellobium lanceolatum,C10-3-583,17.89,47.7,10,9.7,0.2
CUCOSTA,Pithecellobium lanceolatum,C10-3-584,3.19,20.2,5.5,7.7,0.83
CUCOSTA,Salix bonplandiana,C10-3-585,1.2,12.4,6,3.6,0.23
CUCOSTA,Salix bonplandiana,C10-3-586,3.4,20.8,11,9.3,0.44
CUCOSTA,Pithecellobium lanceolatum,C10-3-587,10.22,36.1,9.7,10.7,0.7
CUCOSTA,Pithecellobium lanceolatum,C10-3-588,13.07,40.8,12,10.6,0.45
CUCOSTA,Salix bonplandiana,C10-3-589,23.16,54.3,8.9,7.6,0.23
CUCOSTA,Salix bonplandiana,C10-3-59,0.87,10.5,5.2,2.5,0.52
CUCOSTA,Ceiba pentandra,C10-3-590,24.11,55.4,9.2,10.5,0.27
CUCOSTA,Ceiba pentandra,C10-3-591,22.65,53.7,6.1,9.1,0.62
CUCOSTA,Ceiba pentandra,C10-3-592,19.09,49.3,6.9,9.1,0.61
CUCOSTA,Ceiba pentandra,C10-3-593,4.34,23.5,2.4,6.3,0.62
CUCOSTA,Cocus nucifera,C10-3-594,7.6,31.1,8.8,9.3,0.32
CUCOSTA,Arecastrum romanzoffianum,C10-3-595,6.97,29.8,4.1,3.4,0.59
CUCOSTA,Arecastrum romanzoffianum,C10-3-596,3.4,20.8,6.3,4.6,0.62
CUCOSTA,Ceiba pentandra,C10-3-597,12.57,40,9.9,9.3,0.35
CUCOSTA,Washingtonia filifera,C10-3-598,16.4,45.7,6.6,5.1,0.38
CUCOSTA,Swietenia humilis,C10-3-599,4.48,23.9,12.9,11.8,0.6
CUCOSTA,Acacia macracantha,C10-3-6,1.92,15.7,6.1,11.3,0.71
CUCOSTA,Swietenia humilis,C10-3-600,12.57,40,7.6,15.3,0.27
CUCOSTA,Cocus nucifera,C10-3-601,6.25,28.2,6.5,6.9,0.46
CUCOSTA,Dypsis lutescens,C10-3-602,0.2,5.1,2.6,2.7,0.27
CUCOSTA,Pithecellobium dulce,C10-3-603,30.75,62.6,11.5,18.2,0.41
CUCOSTA,Pithecellobium dulce,C10-3-604,13.11,40.9,14.1,12,0.54
CUCOSTA,Bursera simaruba,C10-3-605,0.7,9.4,4.6,2,0.57
CUCOSTA,Cocus nucifera,C10-3-606,5.68,26.9,8.2,7.9,0.16
CUCOSTA,Cocus nucifera,C10-3-607,7.55,31,6.9,8,0.16
CUCOSTA,Cocus nucifera,C10-3-608,5.94,27.5,7.2,7.7,0.41
CUCOSTA,Cocus nucifera,C10-3-609,6.88,29.6,8.8,9.6,0.47
CUCOSTA,Salix bonplandiana,C10-3-61,11,37.4,10.2,7.6,0.57
CUCOSTA,Cocus nucifera,C10-3-610,7.31,30.5,8.1,8.9,0.58
CUCOSTA,Ceiba pentandra,C10-3-611,15.74,44.8,6.6,10.8,0.41
CUCOSTA,Ceiba pentandra,C10-3-612,11.64,38.5,8.2,8.5,0.3
CUCOSTA,Ceiba pentandra,C10-3-613,44.3,75.1,14,12.7,0.4
CUCOSTA,Tabebuia rosea,C10-3-614,0.2,5.1,2.9,3.4,0.74
CUCOSTA,Tabebuia rosea,C10-3-615,0.59,8.7,7.1,4.4,0.45
CUCOSTA,Tabebuia rosea,C10-3-616,0.53,8.2,3.3,3.8,0.52
CUCOSTA,Tabebuia rosea,C10-3-617,0.41,7.2,4.1,4.1,0.3
CUCOSTA,Tabebuia rosea,C10-3-618,0.32,6.4,3.8,4.3,0.53
CUCOSTA,Cocus nucifera,C10-3-619,5.73,27,4.7,4.6,0.54
CUCOSTA,Salix bonplandiana,C10-3-62,1.31,12.9,6.4,2.7,0.56
CUCOSTA,Cocus nucifera,C10-3-620,7.12,30.1,5.5,7.3,0.47
CUCOSTA,Ceiba pentandra,C10-3-621,2.14,16.5,4,2.6,0.38
CUCOSTA,Ceiba pentandra,C10-3-622,4.68,24.4,4.3,4.3,0.84
CUCOSTA,Pithecellobium dulce,C10-3-623,1.65,14.5,3.5,7.3,0.16
CUCOSTA,Pithecellobium dulce,C10-3-624,2.71,18.6,3.5,7.1,0.84
CUCOSTA,Pithecellobium dulce,C10-3-625,10.41,36.4,9.4,12.5,0.38
CUCOSTA,Roystonea oleracea,C10-3-626,7.31,30.5,8.2,7.4,0.16
CUCOSTA,Roystonea oleracea,C10-3-627,14.39,42.8,11.5,8.1,0.56
CUCOSTA,Acacia farnesiana,C10-3-628,1.89,15.5,2.5,6.7,0.57
CUCOSTA,Salix bonplandiana,C10-3-629,21.74,52.6,,5.7,0.54
CUCOSTA,Salix bonplandiana,C10-3-63,8.6,33.1,15.4,7.2,0.52
CUCOSTA,Pithecellobium dulce,C10-3-630,5.94,27.5,9.1,10.7,0.59
CUCOSTA,Pithecellobium dulce,C10-3-631,2.99,19.5,9.5,9.4,0.37
CUCOSTA,Psidium guajava,C10-3-632,1.66,14.5,2.8,7,0.65
CUCOSTA,Byrsonima crassifolia,C10-3-633,2.54,18,9.7,7.1,0.82
CUCOSTA,Bursera simaruba,C10-3-634,15.91,45,9.4,14.6,0.66
CUCOSTA,Enterolobium cyclocarpum,C10-3-635,40.15,71.5,13.4,19.4,0.54
CUCOSTA,Enterolobium cyclocarpum,C10-3-636,63.76,90.1,12.3,22.7,0.16
CUCOSTA,Pithecellobium lanceolatum,C10-3-637,5.17,25.7,8.6,12.7,0.28
CUCOSTA,Pithecellobium lanceolatum,C10-3-638,10.6,36.7,7.6,13.6,0.4
CUCOSTA,Pithecellobium lanceolatum,C10-3-639,2.6,18.2,11.4,6.2,0.71
CUCOSTA,Pithecellobium dulce,C10-3-64,1.51,13.9,11,7.8,0.5
CUCOSTA,Pithecellobium lanceolatum,C10-3-640,2.84,19,4.2,7.7,0.66
CUCOSTA,Pithecellobium lanceolatum,C10-3-641,6.61,29,9.7,10,0.54
CUCOSTA,Pithecellobium lanceolatum,C10-3-642,2.41,17.5,7.8,8.3,0.48
CUCOSTA,Pithecellobium lanceolatum,C10-3-643,0.9,10.7,4.9,6.1,0.35
CUCOSTA,Bursera simaruba,C10-3-644,8.55,33,10.8,9.3,0.7
CUCOSTA,Pithecellobium lanceolatum,C10-3-645,3.27,20.4,7.6,7.6,0.28
CUCOSTA,Pithecellobium lanceolatum,C10-3-646,29.31,61.1,1.9,13.8,0.49
CUCOSTA,Dypsis lutescens,C10-3-647,6.07,27.8,12.8,9.2,0.56
CUCOSTA,Ceiba pentandra,C10-3-648,456.34,241,4.5,5.8,0.54
CUCOSTA,Terminalia catappa,C10-3-649,0.38,7,6.1,6.1,0.35
CUCOSTA,Pithecellobium dulce,C10-3-65,0.41,7.2,9.4,6.1,0.48
CUCOSTA,Salix bonplandiana,C10-3-650,7.79,31.5,8.3,7.7,0.52
CUCOSTA,Tabebuia rosea,C10-3-651,7.99,31.9,12.9,5.6,0.32
CUCOSTA,Byrsonima crassifolia,C10-3-652,4.31,23.4,8.1,7.6,0.7
CUCOSTA,Bursera simaruba,C10-3-653,3.56,21.3,4.8,6.3,0.75
CUCOSTA,Ficus crocata,C10-3-654,161.73,143.5,16.8,24.8,0.55
CUCOSTA,Enterolobium cyclocarpum,C10-3-655,96.77,111,18.7,21.1,0.73
CUCOSTA,Cocus nucifera,C10-3-656,4.45,23.8,6.5,7.3,0.36
CUCOSTA,Cocus nucifera,C10-3-657,4.95,25.1,6.4,8,0.16
CUCOSTA,Tabebuia rosea,C10-3-658,0.35,6.7,3.8,3.8,0.38
CUCOSTA,Tabebuia rosea,C10-3-659,0.23,5.4,3.9,3.3,0.52
CUCOSTA,Pithecellobium dulce,C10-3-66,1.19,12.3,5.6,6.5,0.67
CUCOSTA,Tabebuia rosea,C10-3-660,0.53,8.2,5,4.2,0.42
CUCOSTA,Tabebuia rosea,C10-3-661,0.69,9.4,6.1,4.3,0.61
CUCOSTA,Tabebuia rosea,C10-3-662,0.33,6.5,3,3.9,0.52
CUCOSTA,Tabebuia rosea,C10-3-663,0.34,6.6,3.8,2.5,0
CUCOSTA,Tabebuia rosea,C10-3-664,0.74,9.7,4.5,3.3,0.34
CUCOSTA,Tabebuia rosea,C10-3-665,0.74,9.7,5.3,3.6,0.45
CUCOSTA,Tabebuia rosea,C10-3-666,0.66,9.2,5.1,3.9,0.31
CUCOSTA,Tabebuia rosea,C10-3-667,0.63,9,3.9,3.7,0.57
CUCOSTA,Tabebuia rosea,C10-3-668,0.48,7.8,4.2,3.7,0.57
CUCOSTA,Tabebuia rosea,C10-3-669,1,11.3,5,5.2,0.63
CUCOSTA,Pithecellobium dulce,C10-3-67,0.93,10.9,4,5.4,0.27
CUCOSTA,Tabebuia rosea,C10-3-670,0.25,5.6,3,1.8,0.77
CUCOSTA,Tabebuia rosea,C10-3-671,0.43,7.4,3.7,3.7,0.57
CUCOSTA,tabebuia rosea,C10-3-672,0.36,6.8,3,3.2,0.25
CUCOSTA,tabebuia rosea,C10-3-673,0.26,5.7,3.2,2.3,0.4
CUCOSTA,tabebuia rosea,C10-3-674,0.33,6.5,4.1,2.8,0.79
CUCOSTA,tabebuia rosea,C10-3-675,0.26,5.7,3.1,2.4,0.39
CUCOSTA,tabebuia rosea,C10-3-676,0.64,9,3.3,3.4,0.7
CUCOSTA,tabebuia rosea,C10-3-677,1.16,12.1,5.1,4.6,0.29
CUCOSTA,tabebuia rosea,C10-3-678,0.34,6.6,3.4,2.5,0.66
CUCOSTA,Terminalia catappa,C10-3-679,0.36,6.8,2,3.7,0.57
CUCOSTA,Salix bonplandiana,C10-3-68,3.7,21.7,15.4,7.2,0.75
